Taxon,Species,Trait,Value,Source
Birds,Lyrurus tetrix,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Lyrurus tetrix,Clutch_MIN,4,Storchova_Horak_2018
Birds,Lyrurus tetrix,Clutch_MAX,15,Storchova_Horak_2018
Birds,Lyrurus tetrix,Clutch_MEAN,8.5,Storchova_Horak_2018
Birds,Lyrurus tetrix,Broods per year,1,Storchova_Horak_2018
Birds,Lyrurus tetrix,EggL_MEAN,51,Storchova_Horak_2018
Birds,Lyrurus tetrix,EggW_MEAN,37,Storchova_Horak_2018
Birds,Lyrurus tetrix,Egg_MASS,36,Storchova_Horak_2018
Birds,Lyrurus tetrix,Young,PR,Storchova_Horak_2018
Birds,Lyrurus tetrix,Association during nesting,S,Storchova_Horak_2018
Birds,Lyrurus tetrix,Nest type,G,Storchova_Horak_2018
Birds,Lyrurus tetrix,Nest building,F,Storchova_Horak_2018
Birds,Lyrurus tetrix,Mating system,PM,Storchova_Horak_2018
Birds,Lyrurus tetrix,Incubation period,26,Storchova_Horak_2018
Birds,Lyrurus tetrix,Incubation sex,F,Storchova_Horak_2018
Birds,Lyrurus tetrix,Hatching,SY,Storchova_Horak_2018
Birds,Lyrurus tetrix,Eggshells,NA,Storchova_Horak_2018
Birds,Lyrurus tetrix,Nestling period,NA,Storchova_Horak_2018
Birds,Lyrurus tetrix,Fledging period,63,Storchova_Horak_2018
Birds,Lyrurus tetrix,Parental feeding,0,Storchova_Horak_2018
Birds,Lyrurus tetrix,Age of independence,84,Storchova_Horak_2018
Birds,Lyrurus tetrix,Feeding independence,84,Storchova_Horak_2018
Birds,Lyrurus tetrix,Age of first breeding,1,Storchova_Horak_2018
Birds,Lyrurus tetrix,Life span,12,Storchova_Horak_2018
Birds,Lyrurus tetrix,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Lyrurus tetrix,Mortality of adults,50,Storchova_Horak_2018
Birds,Lyrurus tetrix,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Lyrurus tetrix,Territoriality,0,Storchova_Horak_2018
Birds,Lyrurus tetrix,Sedentary,1,Storchova_Horak_2018
Birds,Lyrurus tetrix,Facultative migrant,0,Storchova_Horak_2018
Birds,Lyrurus tetrix,Short distance migrant,0,Storchova_Horak_2018
Birds,Lyrurus tetrix,Long distance migrant,0,Storchova_Horak_2018
Birds,Mergus merganser,TailF_MEAN,100,Storchova_Horak_2018
Birds,Mergus merganser,BillU_MEAN,52.25,Storchova_Horak_2018
Birds,Mergus merganser,BillM_MEAN,55.8,Storchova_Horak_2018
Birds,Mergus merganser,BillF_MEAN,48.7,Storchova_Horak_2018
Birds,Mergus merganser,TarsusU_MEAN,49.55,Storchova_Horak_2018
Birds,Mergus merganser,TarsusM_MEAN,51.7,Storchova_Horak_2018
Birds,Mergus merganser,TarsusF_MEAN,47.4,Storchova_Horak_2018
Birds,Mergus merganser,WeightU_MEAN,1435.5,Storchova_Horak_2018
Birds,Mergus merganser,WeightM_MEAN,1651,Storchova_Horak_2018
Birds,Mergus merganser,WeightF_MEAN,1220,Storchova_Horak_2018
Birds,Mergus merganser,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Mergus merganser,Clutch_MIN,4,Storchova_Horak_2018
Birds,Mergus merganser,Clutch_MAX,13,Storchova_Horak_2018
Birds,Mergus merganser,Clutch_MEAN,9.5,Storchova_Horak_2018
Birds,Mergus merganser,Broods per year,1,Storchova_Horak_2018
Birds,Mergus merganser,EggL_MEAN,68,Storchova_Horak_2018
Birds,Mergus merganser,EggW_MEAN,47,Storchova_Horak_2018
Birds,Mergus merganser,Egg_MASS,84,Storchova_Horak_2018
Birds,Mergus merganser,Young,PR,Storchova_Horak_2018
Birds,Mergus merganser,Association during nesting,SC,Storchova_Horak_2018
Birds,Mergus merganser,Nest type,H,Storchova_Horak_2018
Birds,Mergus merganser,Nest building,N,Storchova_Horak_2018
Birds,Mergus merganser,Mating system,M,Storchova_Horak_2018
Birds,Mergus merganser,Incubation period,31,Storchova_Horak_2018
Birds,Mergus merganser,Incubation sex,F,Storchova_Horak_2018
Birds,Mergus merganser,Hatching,SY,Storchova_Horak_2018
Birds,Mergus merganser,Eggshells,1,Storchova_Horak_2018
Birds,Mergus merganser,Nestling period,NA,Storchova_Horak_2018
Birds,Mergus merganser,Fledging period,65,Storchova_Horak_2018
Birds,Mergus merganser,Parental feeding,0,Storchova_Horak_2018
Birds,Mergus merganser,Age of independence,65,Storchova_Horak_2018
Birds,Mergus merganser,Feeding independence,65,Storchova_Horak_2018
Birds,Mergus merganser,Age of first breeding,2,Storchova_Horak_2018
Birds,Mergus merganser,Life span,15,Storchova_Horak_2018
Birds,Mergus merganser,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Mergus merganser,Mortality of adults,40,Storchova_Horak_2018
Birds,Mergus merganser,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Mergus merganser,Territoriality,0,Storchova_Horak_2018
Birds,Mergus merganser,Sedentary,0,Storchova_Horak_2018
Birds,Mergus merganser,Facultative migrant,0,Storchova_Horak_2018
Birds,Mergus merganser,Short distance migrant,1,Storchova_Horak_2018
Birds,Mergus merganser,Long distance migrant,0,Storchova_Horak_2018
Birds,Milvus migrans,TailF_MEAN,268,Storchova_Horak_2018
Birds,Milvus migrans,BillU_MEAN,26.05,Storchova_Horak_2018
Birds,Milvus migrans,BillM_MEAN,25.1,Storchova_Horak_2018
Birds,Milvus migrans,BillF_MEAN,27,Storchova_Horak_2018
Birds,Milvus migrans,TarsusU_MEAN,55.55,Storchova_Horak_2018
Birds,Milvus migrans,TarsusM_MEAN,55.2,Storchova_Horak_2018
Birds,Milvus migrans,TarsusF_MEAN,55.9,Storchova_Horak_2018
Birds,Milvus migrans,WeightU_MEAN,828.5,Storchova_Horak_2018
Birds,Milvus migrans,WeightM_MEAN,807,Storchova_Horak_2018
Birds,Milvus migrans,WeightF_MEAN,850,Storchova_Horak_2018
Birds,Milvus migrans,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Milvus migrans,Clutch_MIN,1,Storchova_Horak_2018
Birds,Milvus migrans,Clutch_MAX,5,Storchova_Horak_2018
Birds,Milvus migrans,Clutch_MEAN,2.5,Storchova_Horak_2018
Birds,Milvus migrans,Broods per year,1,Storchova_Horak_2018
Birds,Milvus migrans,EggL_MEAN,54,Storchova_Horak_2018
Birds,Milvus migrans,EggW_MEAN,43,Storchova_Horak_2018
Birds,Milvus migrans,Egg_MASS,56,Storchova_Horak_2018
Birds,Milvus migrans,Young,SA,Storchova_Horak_2018
Birds,Milvus migrans,Association during nesting,S,Storchova_Horak_2018
Birds,Milvus migrans,Nest type,OA,Storchova_Horak_2018
Birds,Milvus migrans,Nest building,M,Storchova_Horak_2018
Birds,Milvus migrans,Mating system,M,Storchova_Horak_2018
Birds,Milvus migrans,Incubation period,32,Storchova_Horak_2018
Birds,Milvus migrans,Incubation sex,F,Storchova_Horak_2018
Birds,Milvus migrans,Hatching,AS,Storchova_Horak_2018
Birds,Milvus migrans,Eggshells,0,Storchova_Horak_2018
Birds,Milvus migrans,Nestling period,40,Storchova_Horak_2018
Birds,Milvus migrans,Fledging period,42,Storchova_Horak_2018
Birds,Milvus migrans,Parental feeding,NA,Storchova_Horak_2018
Birds,Milvus migrans,Age of independence,87,Storchova_Horak_2018
Birds,Milvus migrans,Feeding independence,87,Storchova_Horak_2018
Birds,Milvus migrans,Age of first breeding,3,Storchova_Horak_2018
Birds,Milvus migrans,Life span,24,Storchova_Horak_2018
Birds,Milvus migrans,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Milvus migrans,Mortality of adults,NA,Storchova_Horak_2018
Birds,Milvus migrans,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Milvus migrans,Territoriality,0,Storchova_Horak_2018
Birds,Milvus migrans,Sedentary,0,Storchova_Horak_2018
Birds,Milvus migrans,Facultative migrant,0,Storchova_Horak_2018
Birds,Milvus migrans,Short distance migrant,0,Storchova_Horak_2018
Birds,Milvus migrans,Long distance migrant,1,Storchova_Horak_2018
Birds,Milvus milvus,TailF_MEAN,343,Storchova_Horak_2018
Birds,Milvus milvus,BillU_MEAN,27.55,Storchova_Horak_2018
Birds,Milvus milvus,BillM_MEAN,27.4,Storchova_Horak_2018
Birds,Milvus milvus,BillF_MEAN,27.7,Storchova_Horak_2018
Birds,Milvus milvus,TarsusU_MEAN,53,Storchova_Horak_2018
Birds,Milvus milvus,TarsusM_MEAN,53.2,Storchova_Horak_2018
Birds,Milvus milvus,TarsusF_MEAN,52.8,Storchova_Horak_2018
Birds,Milvus milvus,WeightU_MEAN,1015.5,Storchova_Horak_2018
Birds,Milvus milvus,WeightM_MEAN,912,Storchova_Horak_2018
Birds,Milvus milvus,WeightF_MEAN,1119,Storchova_Horak_2018
Birds,Milvus milvus,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Milvus milvus,Clutch_MIN,1,Storchova_Horak_2018
Birds,Milvus milvus,Clutch_MAX,5,Storchova_Horak_2018
Birds,Milvus milvus,Clutch_MEAN,2,Storchova_Horak_2018
Birds,Milvus milvus,Broods per year,1,Storchova_Horak_2018
Birds,Milvus milvus,EggL_MEAN,57,Storchova_Horak_2018
Birds,Milvus milvus,EggW_MEAN,45,Storchova_Horak_2018
Birds,Milvus milvus,Egg_MASS,63,Storchova_Horak_2018
Birds,Milvus milvus,Young,SA,Storchova_Horak_2018
Birds,Milvus milvus,Association during nesting,S,Storchova_Horak_2018
Birds,Milvus milvus,Nest type,OA,Storchova_Horak_2018
Birds,Milvus milvus,Nest building,B,Storchova_Horak_2018
Birds,Milvus milvus,Mating system,M,Storchova_Horak_2018
Birds,Milvus milvus,Incubation period,32,Storchova_Horak_2018
Birds,Milvus milvus,Incubation sex,F,Storchova_Horak_2018
Birds,Milvus milvus,Hatching,AS,Storchova_Horak_2018
Birds,Milvus milvus,Eggshells,0,Storchova_Horak_2018
Birds,Milvus milvus,Nestling period,45,Storchova_Horak_2018
Birds,Milvus milvus,Fledging period,50,Storchova_Horak_2018
Birds,Milvus milvus,Parental feeding,NA,Storchova_Horak_2018
Birds,Milvus milvus,Age of independence,71,Storchova_Horak_2018
Birds,Milvus milvus,Feeding independence,71,Storchova_Horak_2018
Birds,Milvus milvus,Age of first breeding,2,Storchova_Horak_2018
Birds,Milvus milvus,Life span,26,Storchova_Horak_2018
Birds,Milvus milvus,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Milvus milvus,Mortality of adults,18,Storchova_Horak_2018
Birds,Milvus milvus,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Milvus milvus,Territoriality,0,Storchova_Horak_2018
Birds,Milvus milvus,Sedentary,0,Storchova_Horak_2018
Birds,Milvus milvus,Facultative migrant,0,Storchova_Horak_2018
Birds,Milvus milvus,Short distance migrant,1,Storchova_Horak_2018
Birds,Milvus milvus,Long distance migrant,0,Storchova_Horak_2018
Birds,Motacilla cinerea,TailF_MEAN,95.8,Storchova_Horak_2018
Birds,Motacilla cinerea,BillU_MEAN,16,Storchova_Horak_2018
Birds,Motacilla cinerea,BillM_MEAN,16.1,Storchova_Horak_2018
Birds,Motacilla cinerea,BillF_MEAN,15.9,Storchova_Horak_2018
Birds,Motacilla cinerea,TarsusU_MEAN,20.7,Storchova_Horak_2018
Birds,Motacilla cinerea,TarsusM_MEAN,20.8,Storchova_Horak_2018
Birds,Motacilla cinerea,TarsusF_MEAN,20.6,Storchova_Horak_2018
Birds,Motacilla cinerea,WeightU_MEAN,17.85,Storchova_Horak_2018
Birds,Motacilla cinerea,WeightM_MEAN,18.1,Storchova_Horak_2018
Birds,Motacilla cinerea,WeightF_MEAN,17.6,Storchova_Horak_2018
Birds,Motacilla cinerea,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Motacilla cinerea,Clutch_MIN,3,Storchova_Horak_2018
Birds,Motacilla cinerea,Clutch_MAX,7,Storchova_Horak_2018
Birds,Motacilla cinerea,Clutch_MEAN,5,Storchova_Horak_2018
Birds,Motacilla cinerea,Broods per year,2,Storchova_Horak_2018
Birds,Motacilla cinerea,EggL_MEAN,19.3,Storchova_Horak_2018
Birds,Motacilla cinerea,EggW_MEAN,14.6,Storchova_Horak_2018
Birds,Motacilla cinerea,Egg_MASS,2,Storchova_Horak_2018
Birds,Motacilla cinerea,Young,AL,Storchova_Horak_2018
Birds,Motacilla cinerea,Association during nesting,S,Storchova_Horak_2018
Birds,Motacilla cinerea,Nest type,H,Storchova_Horak_2018
Birds,Motacilla cinerea,Nest building,B,Storchova_Horak_2018
Birds,Motacilla cinerea,Mating system,M,Storchova_Horak_2018
Birds,Motacilla cinerea,Incubation period,13,Storchova_Horak_2018
Birds,Motacilla cinerea,Incubation sex,B,Storchova_Horak_2018
Birds,Motacilla cinerea,Hatching,SY,Storchova_Horak_2018
Birds,Motacilla cinerea,Eggshells,NA,Storchova_Horak_2018
Birds,Motacilla cinerea,Nestling period,14,Storchova_Horak_2018
Birds,Motacilla cinerea,Fledging period,14,Storchova_Horak_2018
Birds,Motacilla cinerea,Parental feeding,21,Storchova_Horak_2018
Birds,Motacilla cinerea,Age of independence,28,Storchova_Horak_2018
Birds,Motacilla cinerea,Feeding independence,24.5,Storchova_Horak_2018
Birds,Motacilla cinerea,Age of first breeding,1,Storchova_Horak_2018
Birds,Motacilla cinerea,Life span,8,Storchova_Horak_2018
Birds,Motacilla cinerea,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Motacilla cinerea,Mortality of adults,NA,Storchova_Horak_2018
"Birds,Motacilla cinerea,Association outside the breeding season,""GR,SO"",Storchova_Horak_2018"
Birds,Motacilla cinerea,Territoriality,1,Storchova_Horak_2018
Birds,Motacilla cinerea,Sedentary,0,Storchova_Horak_2018
Birds,Motacilla cinerea,Facultative migrant,0,Storchova_Horak_2018
Birds,Motacilla cinerea,Short distance migrant,1,Storchova_Horak_2018
Birds,Motacilla cinerea,Long distance migrant,0,Storchova_Horak_2018
Birds,Muscicapa striata,TailF_MEAN,60.9,Storchova_Horak_2018
Birds,Muscicapa striata,BillU_MEAN,15.45,Storchova_Horak_2018
Birds,Muscicapa striata,BillM_MEAN,15.4,Storchova_Horak_2018
Birds,Muscicapa striata,BillF_MEAN,15.5,Storchova_Horak_2018
Birds,Muscicapa striata,TarsusU_MEAN,14.65,Storchova_Horak_2018
Birds,Muscicapa striata,TarsusM_MEAN,14.6,Storchova_Horak_2018
Birds,Muscicapa striata,TarsusF_MEAN,14.7,Storchova_Horak_2018
Birds,Muscicapa striata,WeightU_MEAN,16.3,Storchova_Horak_2018
Birds,Muscicapa striata,WeightM_MEAN,16.3,Storchova_Horak_2018
Birds,Muscicapa striata,WeightF_MEAN,16.3,Storchova_Horak_2018
Birds,Muscicapa striata,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Muscicapa striata,Clutch_MIN,2,Storchova_Horak_2018
Birds,Muscicapa striata,Clutch_MAX,7,Storchova_Horak_2018
Birds,Muscicapa striata,Clutch_MEAN,5,Storchova_Horak_2018
Birds,Muscicapa striata,Broods per year,1.5,Storchova_Horak_2018
Birds,Muscicapa striata,EggL_MEAN,18.7,Storchova_Horak_2018
Birds,Muscicapa striata,EggW_MEAN,14,Storchova_Horak_2018
Birds,Muscicapa striata,Egg_MASS,1.9,Storchova_Horak_2018
Birds,Muscicapa striata,Young,AL,Storchova_Horak_2018
Birds,Muscicapa striata,Association during nesting,S,Storchova_Horak_2018
Birds,Muscicapa striata,Nest type,OA,Storchova_Horak_2018
Birds,Muscicapa striata,Nest building,B,Storchova_Horak_2018
Birds,Muscicapa striata,Mating system,M,Storchova_Horak_2018
Birds,Muscicapa striata,Incubation period,13,Storchova_Horak_2018
Birds,Muscicapa striata,Incubation sex,F,Storchova_Horak_2018
Birds,Muscicapa striata,Hatching,SY,Storchova_Horak_2018
Birds,Muscicapa striata,Eggshells,NA,Storchova_Horak_2018
Birds,Muscicapa striata,Nestling period,13,Storchova_Horak_2018
Birds,Muscicapa striata,Fledging period,13,Storchova_Horak_2018
Birds,Muscicapa striata,Parental feeding,NA,Storchova_Horak_2018
Birds,Muscicapa striata,Age of independence,34,Storchova_Horak_2018
Birds,Muscicapa striata,Feeding independence,34,Storchova_Horak_2018
Birds,Muscicapa striata,Age of first breeding,1,Storchova_Horak_2018
Birds,Muscicapa striata,Life span,11,Storchova_Horak_2018
Birds,Muscicapa striata,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Muscicapa striata,Mortality of adults,NA,Storchova_Horak_2018
Birds,Muscicapa striata,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Muscicapa striata,Territoriality,1,Storchova_Horak_2018
Birds,Muscicapa striata,Sedentary,0,Storchova_Horak_2018
Birds,Muscicapa striata,Facultative migrant,0,Storchova_Horak_2018
Birds,Muscicapa striata,Short distance migrant,0,Storchova_Horak_2018
Birds,Muscicapa striata,Long distance migrant,1,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,TailF_MEAN,120,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,BillU_MEAN,49.6,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,BillM_MEAN,51.2,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,BillF_MEAN,48,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,TarsusU_MEAN,41.75,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,TarsusM_MEAN,42.1,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,TarsusF_MEAN,41.4,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,WeightU_MEAN,193,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,WeightM_MEAN,198,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,WeightF_MEAN,188,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Clutch_MIN,2,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Clutch_MAX,5,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Clutch_MEAN,3.5,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Broods per year,1,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,EggL_MEAN,33.7,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,EggW_MEAN,24.9,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Egg_MASS,10.7,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Young,AL,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Association during nesting,S,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Nest type,OA,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Nest building,B,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Mating system,M,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Incubation period,18,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Incubation sex,B,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Hatching,SY,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Eggshells,NA,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Nestling period,21,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Fledging period,25,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Parental feeding,105,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Age of independence,105,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Feeding independence,105,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Age of first breeding,2,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Life span,16,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Mortality of adults,NA,Storchova_Horak_2018
"Birds,Nucifraga caryocatactes,Association outside the breeding season,""SO,PA"",Storchova_Horak_2018"
Birds,Nucifraga caryocatactes,Territoriality,1,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Sedentary,1,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Facultative migrant,0,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Short distance migrant,0,Storchova_Horak_2018
Birds,Nucifraga caryocatactes,Long distance migrant,0,Storchova_Horak_2018
Birds,Nycticorax nycticorax,TailF_MEAN,108,Storchova_Horak_2018
Birds,Nycticorax nycticorax,BillU_MEAN,70.8,Storchova_Horak_2018
Birds,Nycticorax nycticorax,BillM_MEAN,70.8,Storchova_Horak_2018
Birds,Nycticorax nycticorax,BillF_MEAN,70.8,Storchova_Horak_2018
Birds,Nycticorax nycticorax,TarsusU_MEAN,75,Storchova_Horak_2018
Birds,Nycticorax nycticorax,TarsusM_MEAN,75,Storchova_Horak_2018
Birds,Nycticorax nycticorax,TarsusF_MEAN,75,Storchova_Horak_2018
Birds,Nycticorax nycticorax,WeightU_MEAN,636,Storchova_Horak_2018
Birds,Nycticorax nycticorax,WeightM_MEAN,682,Storchova_Horak_2018
Birds,Nycticorax nycticorax,WeightF_MEAN,590,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Clutch_MIN,1,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Clutch_MAX,8,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Clutch_MEAN,4,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Broods per year,1,Storchova_Horak_2018
Birds,Nycticorax nycticorax,EggL_MEAN,50,Storchova_Horak_2018
Birds,Nycticorax nycticorax,EggW_MEAN,36,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Egg_MASS,34,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Young,SA,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Association during nesting,C,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Nest type,OA,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Nest building,B,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Mating system,M,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Incubation period,22,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Incubation sex,B,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Hatching,AS,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Eggshells,0,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Nestling period,18,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Fledging period,45,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Parental feeding,NA,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Age of independence,50,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Feeding independence,50,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Age of first breeding,1,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Life span,17,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Post-fledging mortality,67,Storchova_Horak_2018
Birds,Nycticorax nycticorax,Mortality of adults,25,Storchova_Horak_2018
"Birds,Nycticorax nycticorax,Association outside the breeding season,""SO,GR"",Storchova_Horak_2018"
Birds,Nycticorax nycticorax,Territoriality,1,Storchova_Horak_2018
